ID,Airline,Date_of_Journey,Source,Destination,Route,Arrival_Time,Duration,Total_Stops,Additional_Info, Price_EUR 
8678,British Airways,09-05-2019 19:15,Frankfurt,Rome,FRA _ BER _ FCO,10-05-2019 19:00,23h 45m,1 stop,No info, 171.1 
8679,Multiple carriers,15-06-2019 06:00,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 19:15,13h 15m,1 stop,No info, 104.8 
8680,Ryanair,18-05-2019 05:35,Frankfurt,Rome,FRA _ FCO,18-05-2019 08:50,3h 15m,non-stop,No info, 66.2 
8681,Lufthansa,01-05-2019 12:00,Paris,London,CDG _ BRU _ MUC _ LHR,01-05-2019 21:50,9h 50m,2 stops,No info, 117.4 
8682,British Airways,27-05-2019 18:15,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 12:35,18h 20m,1 stop,In-flight meal not included, 141.9 
8683,British Airways,27-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,29-05-2019 04:25,29h 20m,2 stops,No info, 166.4 
8684,Multiple carriers,21-03-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 19:15,7h 45m,1 stop,No info, 147.2 
8685,easyJet,01-06-2019 09:00,Paris,London,CDG _ LHR,01-06-2019 11:25,2h 25m,non-stop,No info, 45.9 
8686,Multiple carriers,21-05-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 19:00,7h 35m,1 stop,No info, 100.1 
8687,Ryanair,09-06-2019 07:55,Madrid,Paris,MAD _ CDG,09-06-2019 10:15,2h 20m,non-stop,No info, 42.4 
8688,Air France,09-06-2019 14:40,Frankfurt,Rome,FRA _ FCO,09-06-2019 17:50,3h 10m,non-stop,No info, 68.4 
8689,Air France,01-04-2019 17:00,Paris,London,CDG _ WAW _ LHR,01-04-2019 23:25,6h 25m,1 stop,No info, 94.7 
8690,British Airways,06-06-2019 17:00,Paris,London,CDG _ WAW _ LHR,07-06-2019 09:45,16h 45m,1 stop,In-flight meal not included, 115.9 
8691,Ryanair,09-03-2019 11:55,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 22:20,10h 25m,1 stop,No info, 73.4 
8692,Multiple carriers,24-06-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 21:00,13h 00m,1 stop,No info, 83.8 
8693,Ryanair,21-04-2019 00:30,London,Frankfurt,LHR _ FRA,21-04-2019 03:25,2h 55m,non-stop,No info, 43.4 
8694,Air France,24-03-2019 16:00,London,Frankfurt,LHR _ FRA,24-03-2019 18:35,2h 35m,non-stop,No info, 131.0 
8695,Ryanair,09-03-2019 18:55,London,Frankfurt,LHR _ FRA,09-03-2019 21:45,2h 50m,non-stop,No info, 75.5 
8696,British Airways,12-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,12-06-2019 19:00,13h 30m,2 stops,No info, 146.2 
8697,Multiple carriers,06-03-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 15:30,13h 15m,1 stop,No info, 187.6 
8698,British Airways,27-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,27-06-2019 19:00,13h 30m,2 stops,No info, 143.2 
8699,Lufthansa,03-03-2019 07:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-03-2019 19:15,36h 10m,2 stops,No info, 127.1 
8700,Ryanair,12-03-2019 11:35,Madrid,Paris,MAD _ CDG,12-03-2019 14:00,2h 25m,non-stop,No info, 69.3 
8701,Ryanair,24-03-2019 11:35,Madrid,Paris,MAD _ CDG,24-03-2019 14:00,2h 25m,non-stop,No info, 47.7 
8702,Lufthansa,21-03-2019 05:10,Frankfurt,Rome,FRA _ FCO,21-03-2019 08:00,2h 50m,non-stop,No info, 62.4 
8703,Multiple carriers,21-05-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 19:15,12h 10m,1 stop,In-flight meal not included, 117.8 
8704,British Airways,01-04-2019 09:35,Paris,London,CDG _ WAW _ LHR,01-04-2019 18:00,8h 25m,1 stop,No info, 126.1 
8705,Lufthansa,06-05-2019 16:50,Paris,London,CDG _ BRU _ MUC _ LHR,07-05-2019 15:05,22h 15m,2 stops,No info, 136.8 
8706,Lufthansa,24-06-2019 18:05,Frankfurt,Rome,FRA _ FCO,24-06-2019 21:10,3h 5m,non-stop,No info, 57.2 
8707,Air France,18-05-2019 17:00,London,Frankfurt,LHR _ FRA,18-05-2019 19:35,2h 35m,non-stop,No info, 53.7 
8708,British Airways,06-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 04:25,22h 55m,2 stops,No info, 143.2 
8709,easyJet,06-06-2019 08:20,Madrid,Paris,MAD _ CDG,06-06-2019 10:35,2h 15m,non-stop,No info, 39.6 
8710,Lufthansa,03-03-2019 08:50,London,Frankfurt,LHR _ BRU _ MUC _ FRA,07-03-2019 11:10,26h 20m,2 stops,No info, 138.6 
8711,British Airways,24-05-2019 18:55,Paris,London,CDG _ WAW _ LHR,25-05-2019 22:35,27h 40m,1 stop,In-flight meal not included, 119.3 
8712,British Airways,21-05-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 19:00,16h 45m,1 stop,In-flight meal not included, 141.9 
8713,Ryanair,21-06-2019 13:00,London,Frankfurt,LHR _ FRA,21-06-2019 15:50,2h 50m,non-stop,No info, 43.4 
8714,Multiple carriers,12-06-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,13-06-2019 01:30,12h 30m,1 stop,No info, 79.2 
8715,easyJet,18-05-2019 15:05,Paris,London,CDG _ WAW _ LHR,18-05-2019 20:20,5h 15m,1 stop,No info, 54.6 
8716,Ryanair,01-03-2019 16:55,London,Frankfurt,LHR _ FRA,01-03-2019 19:45,2h 50m,non-stop,No info, 139.1 
8717,Multiple carriers,06-03-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 15:30,7h 30m,1 stop,No info, 189.9 
8718,British Airways,09-05-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:00,11h 55m,1 stop,In-flight meal not included, 136.1 
8719,British Airways,03-03-2019 11:40,London,Frankfurt,LHR _ MXP _ FRA,07-03-2019 00:45,13h 5m,1 stop,In-flight meal not included, 148.5 
8720,Multiple carriers,21-03-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 18:50,7h 20m,1 stop,No info, 127.8 
8721,easyJet,03-03-2019 22:20,Paris,London,CDG _ LHR,04-03-2019 00:40,2h 20m,non-stop,No info, 60.7 
8722,British Airways,15-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,16-05-2019 14:25,18h 00m,1 stop,In-flight meal not included, 102.5 
8723,Multiple carriers,03-06-2019 10:20,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 19:00,8h 40m,1 stop,No info, 129.7 
8724,Ryanair,06-04-2019 20:00,London,Frankfurt,LHR _ FRA,06-04-2019 22:50,2h 50m,non-stop,No info, 53.1 
8725,Lufthansa,03-06-2019 13:15,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-06-2019 09:25,20h 10m,2 stops,No info, 115.1 
8726,Multiple carriers,03-06-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 21:00,8h 00m,1 stop,No info, 81.5 
8727,Lufthansa,15-06-2019 06:05,Frankfurt,Rome,FRA _ BER _ FCO,16-06-2019 09:25,27h 20m,1 stop,No info, 82.3 
8728,easyJet,24-04-2019 22:20,Paris,London,CDG _ LHR,25-04-2019 00:40,2h 20m,non-stop,No check-in baggage included, 42.3 
8729,easyJet,18-05-2019 17:45,Madrid,Paris,MAD _ CDG,18-05-2019 20:05,2h 20m,non-stop,No check-in baggage included, 39.0 
8730,Lufthansa,24-06-2019 05:15,Frankfurt,Rome,FRA _ CPH _ MXP _ MUC _ FCO,25-06-2019 19:15,38h 00m,3 stops,No info, 115.4 
8731,Multiple carriers,27-05-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:00,7h 35m,1 stop,No info, 100.1 
8732,British Airways,06-05-2019 14:05,Paris,London,CDG _ WAW _ LHR,06-05-2019 19:50,5h 45m,1 stop,In-flight meal not included, 119.3 
8733,Ryanair,09-06-2019 20:00,London,Frankfurt,LHR _ FRA,09-06-2019 22:50,2h 50m,non-stop,No info, 53.1 
8734,Eurowings,24-03-2019 23:25,London,Frankfurt,LHR _ FRA,25-03-2019 02:10,2h 45m,non-stop,No info, 49.3 
8735,British Airways,12-06-2019 06:30,Paris,London,CDG _ WAW _ LHR,13-06-2019 10:05,27h 35m,1 stop,In-flight meal not included, 93.8 
8736,Lufthansa,03-03-2019 14:10,Frankfurt,Rome,FRA _ FCO,03-03-2019 17:10,3h 00m,non-stop,No info, 87.2 
8737,British Airways,18-05-2019 18:55,Paris,London,CDG _ WAW _ LHR,19-05-2019 09:20,14h 25m,1 stop,In-flight meal not included, 106.3 
8738,British Airways,01-06-2019 09:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,01-06-2019 19:00,9h 20m,2 stops,In-flight meal not included, 114.1 
8739,Lufthansa,18-05-2019 12:00,Paris,London,CDG _ BRU _ MUC _ LHR,18-05-2019 21:50,9h 50m,2 stops,No info, 111.7 
8740,easyJet,27-05-2019 17:45,Madrid,Paris,MAD _ CDG,27-05-2019 20:05,2h 20m,non-stop,No check-in baggage included, 39.0 
8741,Multiple carriers,01-06-2019 19:00,Frankfurt,Rome,FRA _ BER _ FCO,02-06-2019 01:30,6h 30m,1 stop,No info, 82.8 
8742,Multiple carriers,09-05-2019 14:55,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 22:30,7h 35m,1 stop,No info, 74.9 
8743,Wizz Air,18-06-2019 07:45,London,Frankfurt,LHR _ FRA,18-06-2019 10:40,2h 55m,non-stop,No info, 37.6 
8744,Eurowings,09-06-2019 23:55,London,Frankfurt,LHR _ FRA,10-06-2019 02:45,2h 50m,non-stop,No info, 78.3 
8745,British Airways,21-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,22-05-2019 10:55,17h 55m,1 stop,No info, 155.7 
8746,Lufthansa,21-06-2019 06:20,Zurich,Amsterdam,ZRH _ AMS,21-06-2019 07:40,1h 20m,non-stop,No info, 34.1 
8747,British Airways,24-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,25-05-2019 14:25,21h 25m,1 stop,No info, 133.3 
8748,easyJet,06-05-2019 05:45,Zurich,Amsterdam,ZRH _ AMS,06-05-2019 07:15,1h 30m,non-stop,No info, 22.2 
8749,easyJet,15-06-2019 05:45,Zurich,Amsterdam,ZRH _ AMS,15-06-2019 07:15,1h 30m,non-stop,No check-in baggage included, 29.1 
8750,Ryanair,12-06-2019 17:05,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 22:25,5h 20m,1 stop,No info, 67.6 
8751,British Airways,01-06-2019 18:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,02-06-2019 04:25,10h 00m,2 stops,No info, 156.6 
8752,British Airways,12-06-2019 21:10,Paris,London,CDG _ WAW _ LHR,13-06-2019 09:20,12h 10m,1 stop,No info, 143.5 
8753,British Airways,18-05-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,18-05-2019 19:00,16h 45m,1 stop,No info, 171.1 
8754,easyJet,09-04-2019 09:30,London,Frankfurt,LHR _ FRA,09-04-2019 12:20,2h 50m,non-stop,No info, 48.7 
8755,Lufthansa,06-06-2019 21:00,Frankfurt,Rome,FRA _ BER _ FCO,07-06-2019 07:40,10h 40m,1 stop,No info, 92.1 
8756,British Airways,18-05-2019 20:00,Paris,London,CDG _ WAW _ LHR,19-05-2019 23:35,27h 35m,1 stop,In-flight meal not included, 119.3 
8757,Air France,18-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,19-05-2019 18:50,25h 50m,1 stop,No info, 105.1 
8758,Lufthansa,15-05-2019 17:15,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,16-05-2019 09:25,16h 10m,2 stops,No info, 97.2 
8759,Lufthansa,06-05-2019 12:00,Paris,London,CDG _ BRU _ MUC _ LHR,07-05-2019 18:30,30h 30m,2 stops,No info, 111.7 
8760,Lufthansa,12-05-2019 09:25,Paris,London,CDG _ BRU _ MUC _ LHR,13-05-2019 05:35,20h 10m,2 stops,No info, 125.8 
8761,easyJet,15-04-2019 09:30,London,Frankfurt,LHR _ FRA,15-04-2019 12:20,2h 50m,non-stop,No check-in baggage included, 47.5 
8762,Lufthansa,06-06-2019 12:00,Paris,London,CDG _ BRU _ MUC _ LHR,07-06-2019 18:30,30h 30m,2 stops,No info, 105.9 
8763,Lufthansa,18-05-2019 17:30,Paris,London,CDG _ WAW _ LHR,19-05-2019 20:25,26h 55m,1 stop,No info, 116.9 
8764,British Airways,18-04-2019 11:00,Frankfurt,Rome,FRA _ FCO,18-04-2019 14:15,3h 15m,non-stop,No info, 105.2 
8765,British Airways,09-05-2019 14:05,Paris,London,CDG _ WAW _ LHR,09-05-2019 20:45,6h 40m,1 stop,No info, 162.6 
8766,British Airways,15-05-2019 08:20,London,Frankfurt,LHR _ FRA,15-05-2019 11:20,3h 00m,non-stop,No info, 79.5 
8767,Ryanair,27-06-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,28-06-2019 01:30,8h 00m,1 stop,No info, 62.5 
8768,British Airways,18-05-2019 05:45,Paris,London,CDG _ WAW _ LHR,19-05-2019 09:20,27h 35m,1 stop,No info, 158.3 
8769,easyJet,18-04-2019 09:30,London,Frankfurt,LHR _ FRA,18-04-2019 12:20,2h 50m,non-stop,No check-in baggage included, 60.7 
8770,British Airways,09-06-2019 20:25,Paris,London,CDG _ WAW _ LHR,10-06-2019 22:05,25h 40m,1 stop,No info, 139.6 
8771,British Airways,01-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,01-05-2019 19:10,9h 35m,1 stop,In-flight meal not included, 102.5 
8772,easyJet,15-06-2019 17:10,Paris,London,CDG _ LHR,15-06-2019 19:40,2h 30m,non-stop,No info, 42.6 
8773,easyJet,21-04-2019 22:20,Paris,London,CDG _ LHR,22-04-2019 00:40,2h 20m,non-stop,No check-in baggage included, 52.9 
8774,Multiple carriers,27-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 19:15,10h 15m,1 stop,No info, 163.3 
8775,Ryanair,24-04-2019 05:05,Frankfurt,Rome,FRA _ BER _ FCO,24-04-2019 12:10,7h 5m,1 stop,No info, 67.9 
8776,easyJet,24-06-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,24-06-2019 14:45,1h 30m,non-stop,No check-in baggage included, 21.6 
8777,British Airways,12-06-2019 09:35,Paris,London,CDG _ WAW _ LHR,12-06-2019 21:05,11h 30m,1 stop,In-flight meal not included, 115.9 
8778,Eurowings,01-06-2019 11:10,London,Frankfurt,LHR _ FRA,01-06-2019 13:55,2h 45m,non-stop,No info, 49.3 
8779,Multiple carriers,27-03-2019 06:00,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 19:15,13h 15m,1 stop,No info, 92.1 
8780,British Airways,06-03-2019 13:55,Frankfurt,Rome,FRA _ BER _ FCO,07-03-2019 04:25,14h 30m,1 stop,No info, 173.4 
8781,British Airways,12-05-2019 16:30,Paris,London,CDG _ WAW _ LHR,12-05-2019 23:35,7h 5m,1 stop,In-flight meal not included, 119.3 
8782,Lufthansa,18-05-2019 16:50,Paris,London,CDG _ BRU _ MUC _ LHR,19-05-2019 05:35,12h 45m,2 stops,No info, 128.1 
8783,Ryanair,12-04-2019 04:00,London,Frankfurt,LHR _ FRA,12-04-2019 06:50,2h 50m,non-stop,No info, 48.7 
8784,Air France,15-06-2019 09:45,London,Frankfurt,LHR _ FRA,15-06-2019 12:35,2h 50m,non-stop,No info, 53.7 
8785,easyJet,09-05-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,09-05-2019 14:45,1h 30m,non-stop,No info, 24.5 
8786,British Airways,15-05-2019 16:30,Paris,London,CDG _ WAW _ LHR,16-05-2019 18:15,25h 45m,1 stop,In-flight meal not included, 119.3 
8787,Eurowings,03-04-2019 19:55,Paris,London,CDG _ LHR,03-04-2019 22:25,2h 30m,non-stop,No info, 45.2 
8788,Air France,24-03-2019 07:10,Paris,London,CDG _ WAW _ LHR,25-03-2019 10:50,27h 40m,1 stop,No info, 123.9 
8789,British Airways,03-06-2019 14:00,Frankfurt,Rome,FRA _ BER _ FCO,04-06-2019 12:35,22h 35m,1 stop,In-flight meal not included, 112.9 
8790,British Airways,18-05-2019 15:15,London,Frankfurt,LHR _ FRA,18-05-2019 18:10,2h 55m,non-stop,In-flight meal not included, 50.0 
8791,British Airways,24-05-2019 18:55,London,Frankfurt,LHR _ FRA,24-05-2019 22:00,3h 5m,non-stop,In-flight meal not included, 67.6 
8792,Wizz Air,15-03-2019 07:45,London,Frankfurt,LHR _ FRA,15-03-2019 10:40,2h 55m,non-stop,No info, 62.8 
8793,British Airways,15-03-2019 05:50,London,Frankfurt,LHR _ MXP _ FRA,15-03-2019 12:20,6h 30m,1 stop,In-flight meal not included, 64.4 
8794,British Airways,21-05-2019 06:30,Paris,London,CDG _ BRU _ MUC _ LHR,21-05-2019 20:50,14h 20m,2 stops,In-flight meal not included, 111.3 
8795,Lufthansa,01-05-2019 09:25,Paris,London,CDG _ BRU _ MUC _ LHR,02-05-2019 05:25,20h 00m,2 stops,No info, 161.6 
8796,Multiple carriers,27-05-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:15,7h 45m,1 stop,In-flight meal not included, 101.8 
8797,British Airways,01-06-2019 09:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,02-06-2019 04:25,18h 45m,2 stops,In-flight meal not included, 114.1 
8798,British Airways,06-06-2019 14:05,Paris,London,CDG _ WAW _ LHR,06-06-2019 20:45,6h 40m,1 stop,No info, 160.3 
8799,British Airways,01-06-2019 15:15,London,Frankfurt,LHR _ FRA,01-06-2019 18:10,2h 55m,non-stop,In-flight meal not included, 79.5 
8800,Ryanair,06-06-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 21:00,14h 20m,1 stop,No info, 67.0 
8801,Multiple carriers,09-03-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 21:00,13h 00m,1 stop,No info, 176.3 
8802,Ryanair,06-06-2019 14:45,Madrid,Paris,MAD _ CDG,06-06-2019 17:05,2h 20m,non-stop,No info, 39.6 
8803,British Airways,24-03-2019 06:30,Paris,London,CDG _ WAW _ LHR,24-03-2019 23:25,16h 55m,1 stop,In-flight meal not included, 97.1 
8804,Ryanair,09-03-2019 02:00,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 07:45,5h 45m,1 stop,No info, 77.7 
8805,British Airways,24-03-2019 13:55,Paris,London,CDG _ WAW _ LHR,25-03-2019 09:15,19h 20m,1 stop,No info, 156.5 
8806,British Airways,24-04-2019 18:55,London,Frankfurt,LHR _ FRA,24-04-2019 22:00,3h 5m,non-stop,In-flight meal not included, 50.0 
8807,British Airways,09-03-2019 15:05,Frankfurt,Rome,FRA _ BER _ FCO,10-03-2019 18:50,27h 45m,1 stop,No info, 179.2 
8808,Ryanair,03-03-2019 10:10,Paris,London,CDG _ LHR,03-03-2019 12:55,2h 45m,non-stop,No info, 72.2 
8809,Ryanair,21-06-2019 14:45,Madrid,Paris,MAD _ CDG,21-06-2019 17:05,2h 20m,non-stop,No info, 39.6 
8810,Lufthansa,06-05-2019 20:40,Frankfurt,Rome,FRA _ BER _ FCO,07-05-2019 09:25,12h 45m,1 stop,No info, 82.3 
8811,Air France,12-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,13-05-2019 10:45,17h 45m,1 stop,No info, 109.1 
8812,British Airways,27-05-2019 17:45,London,Frankfurt,LHR _ FRA,27-05-2019 20:45,3h 00m,non-stop,No info, 79.5 
8813,British Airways,15-06-2019 20:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,16-06-2019 12:35,16h 35m,2 stops,No info, 157.3 
8814,British Airways,27-03-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 04:25,26h 10m,1 stop,No info, 134.7 
8815,Multiple carriers,24-06-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 19:00,7h 35m,1 stop,No info, 117.5 
8816,Multiple carriers,27-05-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 21:00,13h 00m,1 stop,In-flight meal not included, 104.0 
8817,Ryanair,06-04-2019 21:25,Paris,London,CDG _ LHR,07-04-2019 00:05,2h 40m,non-stop,No info, 45.9 
8818,British Airways,06-04-2019 07:10,London,Frankfurt,LHR _ FRA,06-04-2019 10:10,3h 00m,non-stop,In-flight meal not included, 50.0 
8819,Ryanair,15-05-2019 17:35,Paris,London,CDG _ WAW _ LHR,15-05-2019 22:15,4h 40m,1 stop,No info, 59.3 
8820,British Airways,24-05-2019 19:10,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,25-05-2019 19:00,23h 50m,2 stops,No info, 166.4 
8821,Ryanair,15-06-2019 14:20,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 22:30,8h 10m,1 stop,No info, 70.5 
8822,British Airways,27-06-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,29-06-2019 04:25,29h 20m,2 stops,No info, 168.7 
8823,British Airways,24-03-2019 02:00,London,Frankfurt,LHR _ FRA,24-03-2019 04:45,2h 45m,non-stop,No info, 79.5 
8824,Air France,01-06-2019 09:45,London,Frankfurt,LHR _ FRA,01-06-2019 12:35,2h 50m,non-stop,No info, 53.7 
8825,Eurowings,06-04-2019 10:20,Paris,London,CDG _ LHR,06-04-2019 12:55,2h 35m,non-stop,No info, 41.9 
8826,British Airways,18-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,19-05-2019 12:35,19h 5m,1 stop,In-flight meal not included, 136.1 
8827,British Airways,06-06-2019 14:05,Paris,London,CDG _ WAW _ LHR,06-06-2019 23:35,9h 30m,1 stop,No info, 160.3 
8828,British Airways,12-06-2019 19:45,Frankfurt,Rome,FRA _ BER _ FCO,13-06-2019 04:25,8h 40m,1 stop,In-flight meal not included, 112.9 
8829,British Airways,09-06-2019 20:55,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 19:00,22h 5m,1 stop,In-flight meal not included, 116.4 
8830,Air France,06-03-2019 20:55,Zurich,Amsterdam,ZRH _ GVA _ AMS,07-03-2019 22:55,26h 00m,1 stop,No info, 136.3 
8831,easyJet,27-04-2019 06:55,Paris,London,CDG _ LHR,27-04-2019 09:30,2h 35m,non-stop,No check-in baggage included, 42.3 
8832,Eurowings,03-06-2019 07:55,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 15:45,7h 50m,1 stop,No info, 96.4 
8833,Ryanair,21-03-2019 04:45,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 15:30,10h 45m,1 stop,No info, 85.1 
8834,Ryanair,18-05-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,19-05-2019 01:30,10h 30m,1 stop,No info, 82.5 
8835,Ryanair,03-06-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,04-06-2019 01:30,14h 5m,1 stop,No info, 64.7 
8836,British Airways,12-06-2019 20:25,Paris,London,CDG _ WAW _ LHR,13-06-2019 09:45,13h 20m,1 stop,No info, 139.6 
8837,Ryanair,15-04-2019 08:30,London,Frankfurt,LHR _ FRA,15-04-2019 11:20,2h 50m,non-stop,No info, 53.1 
8838,easyJet,27-05-2019 05:45,Zurich,Amsterdam,ZRH _ AMS,27-05-2019 07:15,1h 30m,non-stop,No info, 22.2 
8839,Lufthansa,12-06-2019 12:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,13-06-2019 07:40,19h 40m,2 stops,No info, 94.6 
8840,British Airways,21-06-2019 11:10,London,Frankfurt,LHR _ FRA,21-06-2019 14:05,2h 55m,non-stop,In-flight meal not included, 63.5 
8841,British Airways,01-04-2019 18:55,Paris,London,CDG _ WAW _ LHR,02-04-2019 18:15,23h 20m,1 stop,No info, 139.5 
8842,easyJet,24-06-2019 05:55,London,Frankfurt,LHR _ FRA,24-06-2019 08:35,2h 40m,non-stop,No info, 39.9 
8843,Ryanair,09-05-2019 09:15,Frankfurt,Rome,FRA _ BER _ FCO,10-05-2019 01:30,16h 15m,1 stop,No info, 97.4 
8844,Ryanair,15-05-2019 02:35,Zurich,Amsterdam,ZRH _ AMS,15-05-2019 04:05,1h 30m,non-stop,No info, 30.3 
8845,Lufthansa,12-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 19:15,9h 15m,1 stop,No info, 92.1 
8846,British Airways,12-06-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,13-06-2019 12:35,20h 35m,1 stop,In-flight meal not included, 112.9 
8847,Lufthansa,03-03-2019 11:40,Madrid,Paris,MAD _ CDG,03-03-2019 13:55,2h 15m,non-stop,No info, 118.9 
8848,Ryanair,15-06-2019 05:15,Madrid,Paris,MAD _ CDG,15-06-2019 07:40,2h 25m,non-stop,No info, 38.9 
8849,British Airways,06-06-2019 18:55,London,Frankfurt,LHR _ FRA,06-06-2019 22:00,3h 5m,non-stop,No info, 88.2 
8850,Ryanair,09-03-2019 10:30,London,Frankfurt,LHR _ FRA,09-03-2019 13:20,2h 50m,non-stop,No info, 75.5 
8851,Eurowings,27-04-2019 16:45,Frankfurt,Rome,FRA _ BER _ FCO,27-04-2019 22:25,5h 40m,1 stop,No info, 71.0 
8852,British Airways,06-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,07-05-2019 15:05,18h 40m,1 stop,No info, 143.7 
8853,British Airways,06-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,07-05-2019 18:00,25h 00m,1 stop,No info, 126.1 
8854,Lufthansa,09-05-2019 10:00,Paris,London,CDG _ WAW _ LHR,09-05-2019 23:15,13h 15m,1 stop,No info, 112.2 
8855,Eurowings,12-03-2019 22:50,Paris,London,CDG _ LHR,13-03-2019 01:20,2h 30m,non-stop,No info, 44.9 
8856,Lufthansa,21-05-2019 10:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,21-05-2019 19:15,8h 20m,2 stops,No info, 146.0 
8857,British Airways,09-03-2019 08:55,London,Frankfurt,LHR _ BRU _ MUC _ FRA,09-03-2019 15:55,7h 00m,2 stops,No info, 253.0 
8858,British Airways,06-06-2019 18:55,Paris,London,CDG _ WAW _ LHR,07-06-2019 20:45,25h 50m,1 stop,In-flight meal not included, 119.3 
8859,Ryanair,27-06-2019 18:55,London,Frankfurt,LHR _ FRA,27-06-2019 21:50,2h 55m,non-stop,No info, 54.9 
8860,British Airways,09-03-2019 05:50,London,Frankfurt,LHR _ MXP _ FRA,09-03-2019 15:00,9h 10m,1 stop,In-flight meal not included, 110.4 
8861,British Airways,06-05-2019 20:00,Paris,London,CDG _ WAW _ LHR,07-05-2019 04:40,8h 40m,1 stop,No info, 158.3 
8862,Ryanair,24-03-2019 16:55,London,Frankfurt,LHR _ FRA,24-03-2019 19:45,2h 50m,non-stop,No info, 80.3 
8863,Lufthansa,03-03-2019 21:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-03-2019 19:15,21h 45m,2 stops,No info, 135.2 
8864,British Airways,06-06-2019 14:05,Paris,London,CDG _ WAW _ LHR,06-06-2019 20:45,6h 40m,1 stop,In-flight meal not included, 119.3 
8865,British Airways,24-05-2019 10:20,Zurich,Amsterdam,ZRH _ AMS,24-05-2019 11:50,1h 30m,non-stop,In-flight meal not included, 54.9 
